"Property.Name","Price","House.Type","Area","Bedrooms","Bathrooms","Receptions","Location","City.County","Postal.Code"
"Abercrombie Street",-0.590650820675794,"Flat / Apartment",-0.737377069966293,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Battersea","London","SW11 2JB"
"Rutland Road",-0.480386683109707,"Flat / Apartment",-0.546797471057276,-0.727243357452941,-0.727243357452941,-0.727243357452941,"South Hackney","London","E9 7TT"
"Ruvigny Gardens",0.611228278794549,"House",0.364319611419297,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"Putney","London","SW15 1JR"
"Hazelwood Drive",-0.480386683109707,"Bungalow",-0.186162230044827,0.590542054646114,0.590542054646114,0.590542054646114,"Pinner","Middlesex","HA5 3TT"
"Roseneath Road",-0.0393301328453613,"House",0.322538699350782,1.24943476069564,1.24943476069564,1.24943476069564,"","London","SW11 6AQ"
"Eton Avenue",0.611228278794549,"House",0.608408097714309,1.24943476069564,1.24943476069564,1.24943476069564,"Hampstead","London","NW3 3HL"
"Drapers Court",-0.513465924379533,"Flat / Apartment",-0.67140720880548,-0.727243357452941,-0.727243357452941,-0.727243357452941,"59 Lurline Gardens","London","SW11 4DF"
"Creffield Road",-0.559776862157289,"Flat / Apartment",-0.698528151727148,-0.727243357452941,-0.727243357452941,-0.727243357452941,"","London","W5 3RP"
"Oakhill Road",-0.590650820675794,"Flat / Apartment",-0.85978781234247,-1.38613606350247,-1.38613606350247,-1.38613606350247,"Putney","London","SW15 2QU"
"Conway Road",0.258383038583072,"House",0.948519381921171,1.90832746674517,1.90832746674517,1.90832746674517,"Wimbledon","London","SW20 8PA"
"Henfield Road",-0.579624406919185,"House",-0.861253809257155,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Wimbledon","London","SW19 3HH"
"West Side Common",0.919967863979591,"House",3.27872147781258,1.90832746674517,1.90832746674517,1.90832746674517,"Wimbledon","London","SW19 4UF"
"Melody Road",-0.557571579405968,"Flat / Apartment",-0.50501655898876,-1.38613606350247,-1.38613606350247,-1.38613606350247,"","London","SW18 2QF"
"Fullerton Road",-0.182673511681274,"House",0.19866196005992,1.24943476069564,1.24943476069564,1.24943476069564," Wandsworth","London","SW18 1BX"
"Eaton Row",1.71386965445541,"House",0.867156553156167,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"Belgravia","London","SW1W 0JA"
"Rutland Gardens",2.48571861741802,"Flat / Apartment",0.0586592547075267,-0.727243357452941,-0.727243357452941,-0.727243357452941,"","London","SW7 1BX"
"Park View Court",-0.742815330516993,"Flat / Apartment",-0.709523128587283,-0.727243357452941,-0.727243357452941,-0.727243357452941," Bow","London","E3 3AN"
"Paxton Close",-0.513487977207046,"House",-0.589311381583134,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"Richmond","Surrey","TW9 2AW"
"Hardwicke House",-0.528902903638785,"Flat / Apartment",-0.570253421692232,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138," Richmond","Surrey","TW10 6PW"
"Kersfield House",-0.729583634009062,"Studio",-1.01518348529905,-2.045028769552,-2.045028769552,-2.045028769552," Putney","London","SW15 3HJ"
"Westminster Close",-0.138567856654839,"House",1.02548421994212,1.24943476069564,1.24943476069564,1.24943476069564,"Northwood","Middlesex","HA6 2TG"
"Church Road",-0.440691593585916,"House",-0.308572972421004,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"","Northwood","HA6 1AR"
"Upper Grosvenor Street",7.11681239519365,"House",4.8392751934945,2.5672201727947,2.5672201727947,2.5672201727947,"Mayfair","London","W1K 2NP"
"Barclay Oval",-0.337043304273795,"House",1.05553715669316,1.24943476069564,1.24943476069564,1.24943476069564,"Woodford Green","Essex","IG8 0PP"
"Thornhill Crescent",0.43480565868881,"House",0.838569613319815,1.24943476069564,1.24943476069564,1.24943476069564,"Islington","London","N1 1BJ"
"Ripplevale Grove",-0.314990476760577,"Flat / Apartment",-0.468366636121642,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"Islington","London","N1 1HT"
"Long & Waterson Apartments",-0.579624406919185,"Penthouse",-0.95214561796761,-1.38613606350247,-1.38613606350247,-1.38613606350247," Hackney","London","E2 8HN"
"Long & Waterson Apartments",-0.517876489882176,"New development",-0.818739898731297,-1.38613606350247,-1.38613606350247,-1.38613606350247," Hackney","London","E2 8HN"
"Ardwick Road",-0.383354242051551,"Flat / Apartment",-0.52334152042232,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Fortune Green","London","NW2 2BX"
"Waynflete House",-0.568597993162576,"Penthouse",-0.501351566702049,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138," Esher","Surrey","KT10 9QS"
"94 Claygate",-0.674473618053532,"Flat / Apartment",-0.90596671515504,-1.38613606350247,-1.38613606350247,-1.38613606350247," Claygate","Surrey","KT10 0RB"
"Carlton House",-0.381148959300229,"Penthouse",-0.550462463343988,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Putney","London","SW15 2FU"
"Queens Road",-0.491413096866316,"House",-0.148779308720366,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"Thames Ditton","Surrey","KT7 0QX"
"Southborough Road",0.104013245990551,"New development",1.38025547329583,1.24943476069564,1.24943476069564,1.24943476069564,"Surbiton","Surrey","KT6 6JN"
"Pavilion Park",-0.24927305077119,"New development",0.139289085015188,0.590542054646114,0.590542054646114,0.590542054646114," East Molesey","Surrey","KT8 9DX"
"York Avenue",0.015801935937682,"House",0.472803383105969,0.590542054646114,0.590542054646114,0.590542054646114,"","London","SW14 7LQ"
"Sutherland Gardens",-0.251037276972247,"House",0.0733192238543742,0.590542054646114,0.590542054646114,0.590542054646114,"East Sheen","London","SW14 8DB"
"Turnstone House",-0.257653125226212,"Flat / Apartment",-0.398731782674116,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Star Place","London","E1W 1AE"
"St. Marys Grove",-0.193699925437882,"House",0.230913892182985,0.590542054646114,0.590542054646114,0.590542054646114," Chiswick","London","W4 3LL"
"Stanton Road",-0.0305090018400743,"House",0.00515036732153325,0.590542054646114,0.590542054646114,0.590542054646114,"Barnes","London","SW13 0EX"
"Afghan Road",-0.326016890517186,"House",-0.212550174509152,0.590542054646114,0.590542054646114,0.590542054646114,"Battersea","London","SW11 2QD"
"Old Chesterton Building",-0.405407069564768,"Flat / Apartment",-0.521875523507635,-0.727243357452941,-0.727243357452941,-0.727243357452941,"110 Battersea Park Road","London","SW11 4LZ"
"Kersley Street",0.567122623768114,"House",0.803385687367381,1.24943476069564,1.24943476069564,1.24943476069564,"Battersea","London","SW11 4PR"
"Grosvenor Avenue",-0.513487977207046,"Flat / Apartment",-0.581248398552367,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Highbury","London","N5 2NP"
"Speldhurst Road",-0.259858407977534,"House",-0.21474916988118,0.590542054646114,0.590542054646114,0.590542054646114,"Chiswick","London","W4 1BY"
"Lamont Road",0.831756553926722,"House",0.524113275119935,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"","London","SW10 0HX"
"Mortimer Court",-0.619319496442976,"Flat / Apartment",-0.939684644192789,-1.38613606350247,-1.38613606350247,-1.38613606350247,"Abbey Road","London","NW8 9AB"
"Cavendish Avenue",2.17477374948166,"House",2.14330686738924,1.90832746674517,1.90832746674517,1.90832746674517,"St John's Wood","London","NW8 9JE"
"Bangalore Street",-0.0746146568665089,"House",0.280757787282267,0.590542054646114,0.590542054646114,0.590542054646114,"Putney","London","SW15 1QD"
"Hilltop",-0.359096131787012,"House",0.396571543542362,1.24943476069564,1.24943476069564,1.24943476069564,"Loughton","Essex","IG10 1PX"
"Egerton Crescent",6.21264646715174,"House",1.74235671122296,0.590542054646114,0.590542054646114,0.590542054646114,"","London","SW3 2ED"
"Cruikshank Street",-0.425254614326664,"Flat / Apartment",-0.691931165611066,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Grays Inn","London","WC1X 9HF"
"Gledhow Gardens",2.24313751477263,"Flat / Apartment",0.944121391177117,0.590542054646114,0.590542054646114,0.590542054646114,"","London","SW5 0AY"
"Elm Bank Mansions",-0.29293764924736,"Flat / Apartment",-0.408993761076909,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138," Barnes","London","SW13 0NS"
"Coleraine Road",-0.645785094741588,"Flat / Apartment",-0.529938506538401,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"","Blackheath","SE3 7PE"
"Queen Anne Road",-0.337043304273795,"House",-0.0776784583581552,0.590542054646114,0.590542054646114,0.590542054646114,"South Hackney","London","E9 7AH"
"Paintworks",-0.53551875189275,"New development",-0.782089975864178,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Kingsland Road","London","E2 8AG"
"West Temple Sheen",0.478911313715245,"House",1.46821528817692,1.24943476069564,1.24943476069564,1.24943476069564,"East Sheen","London","SW14 7AP"
"Rowditch Lane",-0.557571579405968,"House",-0.557059449460069,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"","London","SW11 5BX"
"Holmead Road",0.258383038583072,"House",0.439818452525562,0.590542054646114,0.590542054646114,0.590542054646114," Fulham","London","SW6 2JE"
"Huguenot Place",-0.480386683109707,"Flat / Apartment",-0.567321427862862,-0.727243357452941,-0.727243357452941,-0.727243357452941,"","London","SW18 2EN"
"Addison House",-0.546545165649359,"Flat / Apartment",-0.777691985120124,-0.727243357452941,-0.727243357452941,-0.727243357452941," St John's Wood","London","NW8 9EL"
"Cumberland Terrace Mews",-0.692093827236593,"Studio",-1.00345550998158,-2.045028769552,-2.045028769552,-2.045028769552,"Regent's Park","London","NW1 4HR"
"St. Johns Wood Terrace",0.214277383556638,"House",-0.142182322604284,0.590542054646114,0.590542054646114,0.590542054646114,"St John's Wood","London","NW8 6JJ"
"Wimbolt Street",0.0599053856813652,"House",0.162745035650144,1.24943476069564,1.24943476069564,1.24943476069564,"Shoreditch","London","E2 7BX"
"Belgrave Mews North",0.170171728530203,"House",-0.303441983219607,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"","London","SW1X 8RS"
"Church Road",-0.579624406919185,"Flat / Apartment",-0.82900187713409,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Richmond","Surrey","TW9 1UA"
"St. Augustines Road",-0.602118290982667,"Flat / Apartment",-0.925024675045942,-1.38613606350247,-1.38613606350247,-1.38613606350247,"Camden","London","NW1 9RN"
"St. John's Hill",-0.447307441839881,"Flat / Apartment",-0.274122044925912,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"","London","SW11 1TH"
"Regents Drive",-0.403201786813447,"House",0.105571155977439,0.590542054646114,0.590542054646114,0.590542054646114,"Woodford Green","Essex","IG8 8RZ"
"Piercing Hill",-0.469360710409649,"House",-0.150978304092393,0.590542054646114,0.590542054646114,0.590542054646114," Epping","Essex","CM16 7JN"
"Bourne Street",0.280435866096289,"House",-0.27338904646857,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"","London","SW1W 8JR"
"Eaton Terrace",2.02260923964046,"House",1.18967587438681,1.24943476069564,1.24943476069564,1.24943476069564,"Belgravia","London","SW1W 8EZ"
"Palace Court",0.170171728530203,"Penthouse",0.0381352979019402,-0.727243357452941,-0.727243357452941,-0.727243357452941,"","London","W2 4HU"
"Iverna Gardens",0.280435866096289,"Flat / Apartment",0.0286063179564893,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"","London","W8 6TW"
"City North East Tower",-0.612703648189011,"New development",-0.845127843195623,-1.38613606350247,-1.38613606350247,-1.38613606350247,"3 City North Place","London","N4 3FQ"
"ICON7",-0.575213841416541,"New development",-0.774026992833412,-0.727243357452941,-0.727243357452941,-0.727243357452941," Holloway","London","N7 0JN"
"ICON7",-0.553161013903324,"New development",-0.699994148641832,-0.727243357452941,-0.727243357452941,-0.727243357452941," Holloway","London","N7 0JN"
"ICON7",-0.557571579405968,"New development",-0.699994148641832,-0.727243357452941,-0.727243357452941,-0.727243357452941," Holloway","London","N7 0JN"
"Octavia House",-0.550955731152002,"Flat / Apartment",-0.67140720880548,-1.38613606350247,-1.38613606350247,-1.38613606350247,"Imperial Wharf","Fulham","SW6 2FH"
"Gloucester House",-0.546545165649359,"Flat / Apartment",-0.551928460258672,-0.727243357452941,-0.727243357452941,-0.727243357452941," Sheen Road","Richmond","TW10 5BB"
"Entwistle Terrace",-0.557571579405968,"Flat / Apartment",-0.77329399437607,-1.38613606350247,-1.38613606350247,-1.38613606350247,"St. Peters Square","London","W6 9AW"
"Rutherford House",-0.53551875189275,"Flat / Apartment",-0.634024287481018,-0.727243357452941,-0.727243357452941,-0.727243357452941," Battersea","London","SW11 4BT"
"Evelyn Road",-0.255447842474891,"House",-0.173701256270006,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"Richmond","Surrey","TW9 2TF"
"Oakford Road",-0.0305090018400743,"House",0.0813822068851403,1.24943476069564,1.24943476069564,1.24943476069564,"Kentish Town","London","NW5 1AJ"
"Walham Grove",-0.45833385559649,"Flat / Apartment",-0.63768927976773,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Fulham","London","SW6 1QR"
"Killieser Avenue",0.214277383556638,"House",1.0753281150414,1.90832746674517,1.90832746674517,1.90832746674517,"","London","SW2 4NX"
"Underwood Street",0.214277383556638,"Flat / Apartment",0.633330045263949,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"Old Street","London","N1 7LG"
"Emperors Gate",0.280435866096289,"Flat / Apartment",-0.157575290208474,-0.727243357452941,-0.727243357452941,-0.727243357452941,"","London","SW7 4JA"
"Stapleton Road",-0.524492338136142,"Flat / Apartment",-0.562190438661466,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"","London","SW17 8AY"
"Stokesheath Road",1.22870744916463,"House",4.60544868560228,1.90832746674517,1.90832746674517,1.90832746674517,"Oxshott","Surrey","KT22 0PN"
"Tile Kiln Lane",-0.0746146568665089,"House",3.40333121556079,1.90832746674517,1.90832746674517,1.90832746674517," Uxbridge","Middlesex","UB9 6LU"
"Old Town",-0.359096131787012,"Flat / Apartment",-0.540200484941194,-0.727243357452941,-0.727243357452941,-0.727243357452941,"","The Metal Works","SW4 0JT"
"Atina Court",-0.29293764924736,"Flat / Apartment",-0.572452417064259,-0.727243357452941,-0.727243357452941,-0.727243357452941," Belsize Park","London","NW3 4UR"
"Fulham Palace Road",-0.546545165649359,"Flat / Apartment",-0.769629002089358,-0.727243357452941,-0.727243357452941,-0.727243357452941,"","London","SW6 6TA"
"Cottimore Avenue",-0.535540804720264,"House",-0.245535105089559,0.590542054646114,0.590542054646114,0.590542054646114,"Walton-on-Thames","Surrey","KT12 2AE"
"Voltaire Buildings",-0.623730061945619,"Flat / Apartment",-0.815807904901928,-0.727243357452941,-0.727243357452941,-0.727243357452941,"330 Garratt Lane","London","SW18 4FR"
"Chipstead Street",0.699439588847418,"House",0.994698284733741,1.24943476069564,1.24943476069564,1.24943476069564,"Fulham","London","SW6 3SR"
"Cambridge Street",-0.383354242051551,"Flat / Apartment",-0.590044380040476,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Pimlico","London","SW1V 4QE"
"Arthur Road",-0.47156555210442,"Flat / Apartment",-0.129721348829464,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"Wimbledon","London","SW19 7DN"
"Cromwell Road",-0.0393301328453613,"House",0.456677417044437,1.24943476069564,1.24943476069564,1.24943476069564,"Wimbledon","London","SW19 8LF"
"Burwood Park Road",-0.251037276972247,"House",0.48233236305142,1.24943476069564,1.24943476069564,1.24943476069564," Walton-on-Thames","Surrey","KT12 5LJ"
"Forge Lane",-0.392175373056838,"House",-0.37527583203916,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"Richmond","Surrey","TW10 7BF"
"High Oaks Close",-0.337043304273795,"House",1.07899310732811,1.24943476069564,1.24943476069564,1.24943476069564,"Coulsdon","Surrey","CR5 3EZ"
"Roskell Road",-0.579646459746698,"Flat / Apartment",-0.720518105447419,-1.38613606350247,-1.38613606350247,-1.38613606350247,"Putney","London","SW15 1DS"
"Cautley Avenue",-0.692093827236593,"Studio",-1.05256640662352,-2.045028769552,-2.045028769552,-2.045028769552,"","London","SW4 9HU"
"Clarendon Gardens",0.324541521122724,"Flat / Apartment",0.0483972763047334,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"Little Venice","London","W9 1AZ"
"Turpins Lane",-0.513465924379533,"House",-0.19935620227699,0.590542054646114,0.590542054646114,0.590542054646114,"Woodford Green","Essex","IG8 8AZ"
"Pavilion Road",0.919967863979591,"House",0.149551063417981,-1.38613606350247,-1.38613606350247,-1.38613606350247,"Knightsbridge","London","SW1X 0AX"
"Islington",-0.160620684168056,"House",-0.0344315493749551,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"","London","N7 8LS"
"Elwood Street",-0.226779166707708,"House",-0.061552492296623,0.590542054646114,0.590542054646114,0.590542054646114,"Highbury","London","N5 1EH"
"Northchurch Road",-0.425254614326664,"Flat / Apartment",-0.472031628408353,-0.727243357452941,-0.727243357452941,-0.727243357452941,"","London","N1 3NU"
"Ellington Street",0.390700003662376,"House",0.576889164048586,1.24943476069564,1.24943476069564,1.24943476069564,"Islington","London","N7 8PN"
"Tollington Way",-0.513686452654665,"New development",-0.529938506538401,-0.727243357452941,-0.727243357452941,-0.727243357452941," London","N7 6QX","N7 6RG"
"Well Walk",-0.469382322180612,"Flat / Apartment",-0.691198167153724,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Hampstead","London","NW3 1LD"
"Irene Road",0.454653203450706,"House",0.745478809237333,1.24943476069564,1.24943476069564,1.24943476069564," Fulham","London","SW6 4AL"
"Melbourne Mansions",-0.469382322180612,"Flat / Apartment",-0.56658842940552,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"Queens Club Gardens","London","W14 9SF"
"Wandsworth Bridge Road",0.170171728530203,"House",0.906005471395313,1.90832746674517,1.90832746674517,1.90832746674517,"Fulham","London","SW6 2TB"
"Trystings Close",-0.326016890517186,"House",0.573224171761875,1.24943476069564,1.24943476069564,1.24943476069564," Esher","Surrey","KT10 0TF"
"Lillie Square East",0.0687287219694035,"New development",-0.330562926141275,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138," Earls Court","London","SW6 1UE"
"Graveney Road",-0.392175373056838,"House",-0.296844997103526,0.590542054646114,0.590542054646114,0.590542054646114,"Tooting","London","SW17 0EG"
"Louisville Road",-0.118720311892944,"House",0.789458716677875,1.90832746674517,1.90832746674517,1.90832746674517,"","London","SW17 8RN"
"Merino Court",-0.447307441839881,"Flat / Apartment",-0.53873448802651,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138," Clerkenwell","London","EC1V 8BG"
"Westville Road",-0.570803275913898,"Flat / Apartment",-0.755702031399853,-0.727243357452941,-0.727243357452941,-0.727243357452941,"","London","W12 9BD"
"North Road",0.236330211069855,"House",0.511652301345115,0.590542054646114,0.590542054646114,0.590542054646114,"Highgate","London","N6 4AA"
"Jubilee Court",-0.612703648189011,"Flat / Apartment",-0.892039744465535,-1.38613606350247,-1.38613606350247,-1.38613606350247," Greenwich","London","SE10 9FJ"
"Onslow Road",-0.469360269353098,"Flat / Apartment",-0.717586111618049,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Richmond","Surrey","TW10 6QH"
"Old Oak Avenue",-0.403201786813447,"House",0.947786383463829,1.24943476069564,1.24943476069564,1.24943476069564," Coulsdon","Surrey","CR5 3PG"
"Roehampton High Street",-0.29293764924736,"House",0.162012037192802,0.590542054646114,0.590542054646114,0.590542054646114,"Putney","London","SW15 4HH"
"Arthur Road",0.611228278794549,"House",1.94759627927883,1.90832746674517,1.90832746674517,1.90832746674517,"Wimbledon","London","SW19 7DP"
"Gibson Square",0.225303797313246,"House",0.322538699350782,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"Islington","London","N1 0RD"
"Eamont Court",-0.53551875189275,"Flat / Apartment",-0.81947289718864,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Shannon Place","London","NW8 7DN"
"Disraeli Road",-0.251037276972247,"House",-0.613500330675432,0.590542054646114,0.590542054646114,0.590542054646114,"Putney","London","SW15 2DS"
"Quill Lane",-0.381148959300229,"House",-0.592243375412503,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Putney","London","SW15 1PD"
"York Mansions",0.00918608768371678,"Flat / Apartment",-0.0278345632588737,0.590542054646114,0.590542054646114,0.590542054646114,"Prince of Wales Drive","London","SW11 4DL"
"Thornton Hill",-0.542134600146715,"Flat / Apartment",-0.67140720880548,-0.727243357452941,-0.727243357452941,-0.727243357452941,"","London","SW19 4HS"
"Montem Terrace",0.719287133609314,"New development",1.98424620214595,1.90832746674517,1.90832746674517,1.90832746674517," Wimbledon","London","SW20 8TG"
"Ballantine Street",-0.29293764924736,"House",-0.245535105089559,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138," Wandsworth","London","SW18 1AL"
"Freshford Street",-0.29293764924736,"House",0.0278733194991469,0.590542054646114,0.590542054646114,0.590542054646114," Wandsworth","London","SW18 3TF"
"Swanage Road",-0.116515029141622,"House",0.452279426300383,1.24943476069564,1.24943476069564,1.24943476069564,"Wandsworth","London","SW18 2DZ"
"Arlesey Close",-0.469801325903363,"House",-0.365746852093709,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"Putney","London","SW15 2EX"
"Disraeli Road",-0.447307441839881,"Flat / Apartment",-0.613500330675432,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Putney","London","SW15 2DZ"
"Chestnut Court",-0.601677234432402,"Flat / Apartment",-0.616432324504801,-0.727243357452941,-0.727243357452941,-0.727243357452941," Northwood","Middlesex","HA6 3NL"
"Montagu Mews North",0.280435866096289,"House",-0.28585002024339,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"Marylebone","London","W1H 2JR"
"Albion Street",0.919967863979591,"House",0.611340091543678,0.590542054646114,0.590542054646114,0.590542054646114,"Hyde Park","London","W2 2AS"
"Eaton Row",0.498758858477141,"House",-0.234540128229424,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"","London","SW1W 0JA"
"Redcliffe Gardens",-0.383354242051551,"Flat / Apartment",-0.604704349187324,-1.38613606350247,-1.38613606350247,-1.38613606350247,"","London","SW10 9JJ"
"Gerrard Road",0.170171728530203,"House",0.105571155977439,0.590542054646114,0.590542054646114,0.590542054646114,"","London","N1 8BA"
"New North Road",-0.491435149693829,"Flat / Apartment",-0.628893298279622,-0.727243357452941,-0.727243357452941,-0.727243357452941,"","London","N1 6JB"
"ICON7",-0.63696175845355,"New development",-0.861253809257155,-1.38613606350247,-1.38613606350247,-1.38613606350247," Holloway","London","N7 0JN"
"Richmond Road",-0.634758680984979,"Flat / Apartment",-0.946281630308871,-1.38613606350247,-1.38613606350247,-1.38613606350247,"Hackney","London","E8 3AA"
"The Pryors",0.126066073503768,"Flat / Apartment",0.264631821220734,0.590542054646114,0.590542054646114,0.590542054646114,"East Heath Road","London","NW3 1BP"
"Bishops Road",-0.160620684168056,"House",-0.0498245169791449,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"Fulham","London","SW6 7AB"
"Gosberton Road",-0.12754144289823,"House",0.294684757971772,0.590542054646114,0.590542054646114,0.590542054646114,"","London","SW12 8LQ"
"Hearnville Road",-0.160620684168056,"House",0.387775562054253,1.24943476069564,1.24943476069564,1.24943476069564,"","London","SW12 8RR"
"Discovery Dock Apartments West",-0.579624406919185,"Flat / Apartment",-0.815807904901928,-1.38613606350247,-1.38613606350247,-1.38613606350247," Canary Wharf","London","E14 9RT"
"Wilmington Square",-0.612703648189011,"Flat / Apartment",-0.976334567059908,-1.38613606350247,-1.38613606350247,-1.38613606350247,"Clerkenwell","London","WC1X 0EG"
"Nevill Court",-0.559776862157289,"Flat / Apartment",-0.675805199549534,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Edith Terrace","London","SW10 0TL"
"Ferry Road",0.170171728530203,"House",0.897209489907205,1.90832746674517,1.90832746674517,1.90832746674517,"Barnes","London","SW13 9PR"
"Waldemar Avenue",-0.489207814114994,"Flat / Apartment",-0.590777378497818,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"","London","SW6 5LN"
"Battersea Church Road",-0.425254614326664,"Flat / Apartment",-0.362814858264339,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"Battersea","London","SW11 3ND"
"Buckingham Gate",0.0554970254614731,"Flat / Apartment",-0.112129385853247,-0.727243357452941,-0.727243357452941,-0.727243357452941,"St. James's","London","SW1E 6LB"
"South Park Road",-0.295142931998682,"House",-0.182497237758115,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"Wimbledon","London","SW19 8SZ"
"Garratt Lane",-0.623730061945619,"Flat / Apartment",-0.74544005299706,-0.727243357452941,-0.727243357452941,-0.727243357452941,"","London","SW18 4EE"
"Cadogan Terrace",-0.678862130728663,"Flat / Apartment",-1.00712050226829,-1.38613606350247,-1.38613606350247,-1.38613606350247,"Victoria Park","London","E9 5HP"
"Hassett Road",-0.314990476760577,"House",-0.126056356542752,0.590542054646114,0.590542054646114,0.590542054646114,"","London","E9 5SL"
"Sterling House",-0.447307441839881,"Flat / Apartment",-0.188361225416854,-0.727243357452941,-0.727243357452941,-0.727243357452941," Putney","London","SW15 6AR"
"Boatman's Court",-0.434516801882215,"New development",-0.519676528135608,-0.727243357452941,-0.727243357452941,-0.727243357452941," Putney","London","SW15 1PP"
"Comyn Road",-0.251037276972247,"House",0.118765128209602,1.24943476069564,1.24943476069564,1.24943476069564,"","London","SW11 1QB"
"Hightrees House",-0.568597993162576,"Flat / Apartment",-0.746173051454402,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Nightingale Lane","London","SW12 8AH"
"Green Street",0.986126346519243,"Flat / Apartment",-0.159041287123159,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Mayfair","London","W1K 6RG"
"Morton Road",-0.0283037190887526,"House",0.151017060332666,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"Islington","London","N1 3BD"
"Highbury Gardens",-0.535540804720264,"Flat / Apartment",-0.666276219604083,-0.727243357452941,-0.727243357452941,-0.727243357452941,"52 Holloway Road","London","N7 8BW"
"Crediton Hill",-0.425276667154177,"Flat / Apartment",-0.417789742565018,-0.727243357452941,-0.727243357452941,-0.727243357452941,"West Hampstead","London","NW6 1HR"
"Moore Park Road",0.0598855381366033,"New development",0.0989741698613574,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"","London","SW6 4PS"
"Southborough Road",0.0577023082127948,"New development",1.31721760596439,1.24943476069564,1.24943476069564,1.24943476069564,"Surbiton","Surrey","KT6 6JN"
"Queen's Gate Gardens",-0.118720311892944,"Flat / Apartment",-0.397998784216773,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Kensington","London","SW7 5RR"
"United House",-0.602118290982667,"New development",-0.749838043741114,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Mayflower Street","London","SE16 4JL"
"Three Riverside",0.681797326836844,"Penthouse",0.834904621033103,0.590542054646114,0.590542054646114,0.590542054646114,"Riverside Quarter","London","SW18 1PP"
"Onslow Gardens",2.15492620471976,"Flat / Apartment",0.813647665770174,1.24943476069564,1.24943476069564,1.24943476069564,"","London","SW7 3QB"
"Ensor Mews",0.43480565868881,"House",0.00808236115090275,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"","London","SW7 3BT"
"Roland Gardens",0.0135966531863602,"Flat / Apartment",-0.175167253184691,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"","London","SW7 3PE"
"Wardo Avenue",-0.0944622016284045,"House",0.0315383117858588,0.590542054646114,0.590542054646114,0.590542054646114,"Fulham","London","SW6 6RB"
